address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
6871 E Lorena Ave,Fresno,CA,93727,264990,1492.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2093902918_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
828 S Laverne Ave,Fresno,CA,93727,348900,2454.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/828-S-Laverne-Ave-Fresno-CA-93727/2091982210_zpid/
3508 N Purdue Ave,Fresno,CA,93727,265000,2354.0,6.0,2.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3508-N-Purdue-Ave-Fresno-CA-93727/18778252_zpid/
5457 E Illinois Ave,Fresno,CA,93727,140000,864.0,2.0,1.0,41,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/5457-E-Illinois-Ave-Fresno-CA-93727/18759538_zpid/
1353 N Sandau Ave,Fresno,CA,93727,173000,1200.0,3.0,2.0,203,Auction,http://www.zillow.com/homes/for_sale//homedetails/1353-N-Sandau-Ave-Fresno-CA-93727/59370472_zpid/
1787 S Homsy Ave,Fresno,CA,93727,399000,2273.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1787-S-Homsy-Ave-Fresno-CA-93727/18768076_zpid/
2463 S Evelyn Ave,Fresno,CA,93727,290375,1773.0,4.0,2.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2463-S-Evelyn-Ave-Fresno-CA-93727/2091258038_zpid/
5908 E Hoxie Ave,Fresno,CA,93727,389000,3190.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5908-E-Hoxie-Ave-Fresno-CA-93727/72699471_zpid/
4814 E Iowa Ave,Fresno,CA,93727,249998,2187.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4814-E-Iowa-Ave-Fresno-CA-93727/18759610_zpid/
1347 S Filbert Ave # 33HDSM,Fresno,CA,93727,255750,1580.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2092190066_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5752 E Christine Ave,Fresno,CA,93727,301000,2674.0,5.0,3.0,218,Auction,http://www.zillow.com/homes/for_sale//homedetails/5752-E-Christine-Ave-Fresno-CA-93727/60248608_zpid/
5854 E Byrd Ave,Fresno,CA,93727,379000,2863.0,5.0,3.0,63,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/5854-E-Byrd-Ave-Fresno-CA-93727/79537277_zpid/
811 S Mcarthur Ave # HDPES,Fresno,CA,93727,385900,2684.0,4.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2093554985_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6249 E Farrin Ave,Fresno,CA,93727,359500,2456.0,4.0,2.5,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6249-E-Farrin-Ave-Fresno-CA-93727/124736763_zpid/
1729 S Waldby Ave,Fresno,CA,93727,350000,2542.0,4.0,2.5,45,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1729-S-Waldby-Ave-Fresno-CA-93727/18768040_zpid/
1524 N Temperance Ave,Fresno,CA,93727,725000,3200.0,4.0,4.0,62,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1524-N-Temperance-Ave-Fresno-CA-93727/18652495_zpid/
5893 E Grove Ave,Fresno,CA,93727,349000,2620.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5893-E-Grove-Ave-Fresno-CA-93727/79534856_zpid/
5235 E Hammond Ave,Fresno,CA,93727,224950,1553.0,2.0,1.75,41,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5235-E-Hammond-Ave-Fresno-CA-93727/18752927_zpid/
5298 E Orleans Ave,Fresno,CA,93727,330000,2762.0,3.0,1.5,112,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5298-E-Orleans-Ave-Fresno-CA-93727/18768035_zpid/
5439 E Laurite Ave,Fresno,CA,93727,278669,1773.0,4.0,2.0,108,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5439-E-Laurite-Ave-Fresno-CA-93727/2092008971_zpid/
5430 E Laurite Ave,Fresno,CA,93727,280133,1773.0,4.0,2.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5430-E-Laurite-Ave-Fresno-CA-93727/2091257703_zpid/
1192 S Minnewawa Ave,Fresno,CA,93727,269000,1800.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1192-S-Minnewawa-Ave-Fresno-CA-93727/18766783_zpid/
1347 S Filbert Ave # ES09S,Fresno,CA,93727,277750,1838.0,4.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2092190068_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2286 S Minnewawa Ave LOT 6,Fresno,CA,93727,115000,NA,NA,NA,31,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2286-S-Minnewawa-Ave-LOT-6-Fresno-CA-93727/2091211816_zpid/
2587 N Millard Ave,Fresno,CA,93727,327500,1630.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2587-N-Millard-Ave-Fresno-CA-93727/2101196995_zpid/
2691 N Mcarthur Ave # FZKTSV,Fresno,CA,93727,320950,2165.0,4.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2094098285_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2586 S Bundy Dr,Fresno,CA,93727,399000,3190.0,5.0,4.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2586-S-Bundy-Dr-Fresno-CA-93727/79533010_zpid/
2691 N Mcarthur Ave # UNZ43C,Fresno,CA,93727,295950,1623.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2094098288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1347 S Filbert Ave # 6Y704C,Fresno,CA,93727,287750,1989.0,4.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2092190069_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0 E Country Club Ln,Fresno,CA,93727,135000,NA,NA,NA,136,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-E-Country-Club-Ln-Fresno-CA-93727/2111849661_zpid/
5844 E Park Circle Dr,Fresno,CA,93727,125000,NA,NA,NA,91,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5844-E-Park-Circle-Dr-Fresno-CA-93727/18768624_zpid/
811 S Mcarthur Ave # WDST1Z,Fresno,CA,93727,346900,2254.0,4.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2093554990_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2691 N Mcarthur Ave # S1M1G3,Fresno,CA,93727,279950,1589.0,3.0,2.5,NA,New Construction,"http://www.zillow.com/homes/for_sale/2094098287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0 E Church,Fresno,CA,93727,999000,NA,NA,NA,37,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-E-Church-Fresno-CA-93727/2091293050_zpid/
807 S Burgan Ave,Fresno,CA,93727,351900,2254.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/807-S-Burgan-Ave-Fresno-CA-93727/2095075463_zpid/
804 S Laverne Ave,Fresno,CA,93727,329900,2069.0,3.0,2.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/804-S-Laverne-Ave-Fresno-CA-93727/2092598333_zpid/
811 S Mcarthur Ave # GN4LIW,Fresno,CA,93727,384986,2307.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2093554988_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5171 E Grant Ave,Fresno,CA,93727,397900,2700.0,5.0,3.0,535,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5171-E-Grant-Ave-Fresno-CA-93727/18758884_zpid/
5465 E Tower Ave,Fresno,CA,93727,339000,2445.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5465-E-Tower-Ave-Fresno-CA-93727/89469246_zpid/
6070 E Homan Ave,Fresno,CA,93727,369950,2165.0,4.0,3.0,128,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6070-E-Homan-Ave-Fresno-CA-93727/2092223173_zpid/
2553 N Whittier Ave,Fresno,CA,93727,345964,2165.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2553-N-Whittier-Ave-Fresno-CA-93727/2093149694_zpid/
2691 N Mcarthur Ave # G314J9,Fresno,CA,93727,347950,2032.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2094098281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Country Clb,Fresno,CA,93727,135000,NA,NA,NA,135,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/E-Country-Clb-Fresno-CA-93727/2092305377_zpid/
812 S Laverne Ave,Fresno,CA,93727,346250,2108.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/812-S-Laverne-Ave-Fresno-CA-93727/2092598143_zpid/
2577 N Whittier Ave,Fresno,CA,93727,329968,2079.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2577-N-Whittier-Ave-Fresno-CA-93727/2093149695_zpid/
5389 E Orleans Ave,Fresno,CA,93727,170000,NA,NA,NA,370,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5389-E-Orleans-Ave-Fresno-CA-93727/95470358_zpid/
738 N Peach Ave,FRESNO,CA,93727,55000,4639.0,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/738-N-Peach-Ave-Fresno-CA-93727/95513157_zpid/
726 N Peach Ave,FRESNO,CA,93727,55000,8995.0,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/726-N-Peach-Ave-Fresno-CA-93727/95508039_zpid/
712 N Peach Ave,FRESNO,CA,93727,55000,NA,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/712-N-Peach-Ave-Fresno-CA-93727/95466989_zpid/
5946 E Belmont Ave,Fresno,CA,93727,263000,1591.0,3.0,2.0,55,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5946-E-Belmont-Ave-Fresno-CA-93727/18660086_zpid/
5415 E Norwich Ave,Fresno,CA,93727,419000,2857.0,4.0,3.5,160,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5415-E-Norwich-Ave-Fresno-CA-93727/18780993_zpid/
E Grove Ave,Fresno,CA,93727,NA,1342.0,2.0,1.0,589,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848340_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Judy Ave,Fresno,CA,93727,NA,1240.0,3.0,1.0,449,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Montecito Ave,Fresno,CA,93727,NA,1525.0,3.0,1.0,617,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848252_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Apricot Ave,Fresno,CA,93727,NA,1629.0,2.0,1.0,310,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848265_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Florence Ave,Fresno,CA,93727,NA,2863.0,5.0,2.0,518,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848272_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Church Ave,Fresno,CA,93727,NA,2698.0,3.0,1.0,392,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bundy Dr,Fresno,CA,93727,NA,1515.0,3.0,1.0,476,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848297_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Fillmore Ave,Fresno,CA,93727,NA,2407.0,4.0,2.0,379,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848306_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Dee Ann Ave,Fresno,CA,93727,NA,1626.0,3.0,1.0,486,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848311_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Grove Ave,Fresno,CA,93727,NA,1342.0,2.0,1.0,589,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848340_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Erin Ave,Fresno,CA,93727,NA,2939.0,5.0,2.0,458,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848368_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Mcarthur Ave,Fresno,CA,93727,NA,1691.0,3.0,1.0,435,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848372_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Austin Way,Fresno,CA,93727,NA,1317.0,3.0,1.0,303,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955473_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Rogers Ln,Fresno,CA,93727,NA,2008.0,4.0,2.0,406,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955517_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Minnewawa Ave,Fresno,CA,93727,NA,2643.0,3.0,1.0,423,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955518_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Pontiac Way,Fresno,CA,93727,NA,1406.0,4.0,1.0,336,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955521_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Claremont Ave,Fresno,CA,93727,NA,1253.0,3.0,1.0,471,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Nevada Ave,Fresno,CA,93727,NA,2183.0,3.0,1.0,800,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955532_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Kerckhoff Ave,Fresno,CA,93727,NA,1000.0,3.0,1.0,444,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955546_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Columbia Dr N,Fresno,CA,93727,NA,1924.0,3.0,1.0,620,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955553_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Alta Ave,Fresno,CA,93727,NA,2256.0,4.0,2.5,184,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241921561_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Shirley Ave,Fresno,CA,93727,NA,1100.0,3.0,1.0,144,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243250796_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Hampton Way,Fresno,CA,93727,NA,1484.0,3.0,1.5,143,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243291224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Arroyo Ave,Fresno,CA,93727,NA,1868.0,4.0,1.0,259,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239951741_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bliss Ave,Fresno,CA,93727,NA,1445.0,3.0,1.0,262,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239951754_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Norwich Ave,Fresno,CA,93727,NA,1630.0,3.0,1.0,136,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243429126_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Shields Ave UNIT 111,Fresno,CA,93727,NA,1162.0,3.0,1.5,325,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242659190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Waldby Ave,Fresno,CA,93727,NA,2350.0,4.0,2.5,234,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242659194_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Madison Ave,Fresno,CA,93727,NA,1581.0,3.0,1.5,171,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242079692_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Princeton Ave,Fresno,CA,93727,NA,2000.0,4.0,3.5,163,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242986840_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Florence Ave,Fresno,CA,93727,NA,1718.0,4.0,2.0,163,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955516_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Caesar Ave,Fresno,CA,93727,NA,2880.0,4.0,2.5,212,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241625968_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Inyo St,Fresno,CA,93727,NA,6064.0,5.0,2.0,171,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242079690_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Fordham Ave,Fresno,CA,93727,NA,1591.0,3.0,2.0,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241886891_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E White Ave,Fresno,CA,93727,NA,2115.0,3.0,2.0,213,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241625984_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Kona Ave,Fresno,CA,93727,NA,1492.0,3.0,2.0,191,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241750364_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Hampton Way,Fresno,CA,93727,NA,1484.0,3.0,1.5,143,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243291224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Hammel Way,Fresno,CA,93727,NA,934.0,3.0,1.0,149,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243213787_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Sunnyside Ave,Fresno,CA,93727,NA,2134.0,3.0,2.5,116,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745276_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Shirley Ave,Fresno,CA,93727,NA,1204.0,3.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745289_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Fordham Ave,Fresno,CA,93727,NA,1161.0,4.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745290_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Alta Ave,Fresno,CA,93727,NA,2256.0,4.0,2.5,184,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241921561_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Shirley Ave,Fresno,CA,93727,NA,1100.0,3.0,1.0,144,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243250796_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Griffith Way,Fresno,CA,93727,NA,2596.0,3.0,1.5,226,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241519210_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Carmen Ave,Fresno,CA,93727,NA,1400.0,3.0,1.5,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242930169_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Illinois Ave,Fresno,CA,93727,NA,1590.0,3.0,2.0,155,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243154479_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Gettysburg Ave,Fresno,CA,93727,NA,1471.0,4.0,1.5,479,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Ezie Ave,Fresno,CA,93727,NA,2291.0,4.0,2.0,127,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848365_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Cornell Ave,Fresno,CA,93727,NA,3537.0,3.0,3.5,179,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241972096_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bush Ave,Fresno,CA,93727,NA,1996.0,3.0,2.0,158,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955482_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Fillmore Ave,Fresno,CA,93727,NA,1830.0,5.0,2.0,158,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243082732_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Washington Ave,Fresno,CA,93727,NA,1118.0,3.0,1.0,147,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243218448_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Shields Ave UNIT 111,Fresno,CA,93727,NA,1162.0,3.0,1.5,325,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242659190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Waldby Ave,Fresno,CA,93727,NA,2350.0,4.0,2.5,234,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242659194_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Lorena Ave,Fresno,CA,93727,NA,1718.0,3.0,2.5,169,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242085608_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Cornell Ave,Fresno,CA,93727,NA,3537.0,3.0,3.5,179,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241972096_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Fordham Ave,Fresno,CA,93727,NA,1161.0,4.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745290_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Caesar Ave,Fresno,CA,93727,NA,1858.0,5.0,1.5,142,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243363226_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Carmen Ave,Fresno,CA,93727,NA,1400.0,3.0,1.5,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242930169_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Braly Ave,Fresno,CA,93727,NA,1539.0,3.0,2.5,126,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243604657_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Andrews Ave,Fresno,CA,93727,NA,1777.0,4.0,1.0,393,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174809714_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Armstrong Ave,Fresno,CA,93727,NA,2308.0,2.0,1.0,527,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174809717_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Christine Ave,Fresno,CA,93727,NA,2674.0,5.0,2.0,655,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848233_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Judy Ave,Fresno,CA,93727,NA,1240.0,3.0,1.0,449,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Montecito Ave,Fresno,CA,93727,NA,1525.0,3.0,1.0,617,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848252_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Apricot Ave,Fresno,CA,93727,NA,1629.0,2.0,1.0,310,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848265_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
